景区名称,级别,地区,热度,简介,价格,月销量,城市,图片
天津白蛇谷原生态景区,无,[天津·天津·蓟州区],0.0,峰奇谷幽、植被繁茂,0,0,天津,https://imgs.qunarzz.com/sight/p0/201301/07/1666a2c06be7760093835fbb.jpg_280x200_1de62b62.jpg
天津戏剧博物馆,3A景区,[天津·天津·南开区],0.0,极具岭南风格的古建筑群,0,0,天津,https://imgs.qunarzz.com/sight/p0/201304/08/e7d279db40295ac9c8d65eac.jpg_280x200_09f7e884.jpg
四季农夫乐园,无,[天津·天津·天津龙达温泉生态城],0.0,一年四季清香,0,0,天津,https://imgs.qunarzz.com/sight/p0/1611/66/663a12129e3ef85da3.water.jpg_280x200_e0d1d623.jpg
杨柳青木版年画博物馆,无,[天津·天津·河西区],0.0,民间美术中独具特色的艺术形式,0,0,天津,https://imgs.qunarzz.com/sight/p0/1703/1e/1e6bd08b8b47e5fba3.water.jpg_280x200_0324f453.jpg
稻香农谷,无,[天津·天津·西青区],0.0,稻香公园占地面积1300余亩， 园区内有花、有林、有水、有梯田。全园在护城河的环绕下，以油菜花海、稻田画景观地、梯田大地,0,0,天津,https://imgs.qunarzz.com/sight/p0/2012/e7/e72718d9d8a6e3a3a3.img.jpg_280x200_4878c5c5.jpg
八仙山自然保护区,无,[天津·天津·蓟州区],0.72,可看到几十亿年的古石壁,0,0,天津,https://imgs.qunarzz.com/sight/p0/201212/25/974ecd786faca41293835fbb.jpg_280x200_8863106c.jpg
郭家沟景区,无,[天津·天津],0.0,山清水秀的美丽小山村,0,0,天津,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
天津失恋博物馆（独角兽）,无,[天津·天津·和平区],0.0,邀请人们提供恋爱纪念品及其背后的故事,0,0,天津,https://imgs.qunarzz.com/sight/p0/1904/ab/abc32e13727744b7a3.img.jpg_280x200_1b4ead99.jpg
金美达龙泽水汇戏水乐园,无,[天津·天津·静海县],0.0,消暑的理想之地,0,0,天津,https://imgs.qunarzz.com/sight/p0/1707/e9/e90247c71f0bc076a3.water.jpg_280x200_7791804a.jpg
嘉文梦想世界（SM店）,无,[天津·天津],0.0,,0,0,天津,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
盛唐水汇汤泉,无,[天津·天津·东丽区],0.0,天津盛唐水汇于2020年6月正式筹建，位于天津市空港区中环东路55号复地活力广场B6，营业面积4000余平方米，斥巨资打,0,0,天津,https://imgs.qunarzz.com/sight/p0/2101/9c/9ce01ea03d671bda3.img.jpg_280x200_4e178d6b.jpg
天津梅江会展中心,无,[天津·天津·西青区],0.0,现代智能化展馆,0,0,天津,https://imgs.qunarzz.com/sight/p0/1503/82/8265a625b4a542b.water.jpg_280x200_d2116df3.jpg
东方之珠洗浴（武清店）,无,[天津·天津·武清区],0.0,五星级纯绿色服务,0,0,天津,https://imgs.qunarzz.com/sight/p0/2008/2e/2ead1fcea50d065ca3.img.jpg_280x200_598472f0.jpg
NBA儿童乐园,无,[天津·天津·武清区],0.0,适用于儿童攀玩的场所,0,0,天津,https://imgs.qunarzz.com/sight/p0/2105/c7/c72e2835593790c7a3.img.jpg_280x200_c9603dba.jpg
卡尔牧场·蟹贝滩,无,[天津·天津·滨海新区],0.0,卡尔牧场·蟹贝滩坐落于天津市滨海新区汉沽中心渔港浪花艺术馆旁，是距离京津唐最近的海滨景区，也是京津冀唯 一一家以赶海拾贝,0,0,天津,https://imgs.qunarzz.com/sight/p0/2107/3e/3e2401c2d411841fa3.water.jpg_280x200_a5cbf036.jpg
西岸相声剧场,无,[天津·天津·河西区],0.0,相声演员以80后为主,0,0,天津,https://imgs.qunarzz.com/sight/p0/1908/b3/b3fb43b08cd50028a3.water.jpg_280x200_cb2ad0b7.jpg
天津元升相声茶馆,无,[天津·天津·南开区],0.0,品尝传统相声原汁原味，致敬经典,0,0,天津,https://imgs.qunarzz.com/sight/p0/1411/61/613b174aeba8fa010b7bb72d8396b6d4.water.jpg_280x200_8561e566.jpg
Funland凡乐莱亲子乐园,无,[天津·天津·南开区],0.0,"Funland凡乐莱亲子乐园3000m²超大游乐面积
一.互动玩乐区
滑梯&海洋球：坡度安全的直型滑梯，滑梯直通梦幻的海",0,0,天津,https://imgs.qunarzz.com/sight/p0/1908/5c/5c0c60386c53a134a3.img.jpg_280x200_1c58c282.jpg
石龙峡,无,[天津·天津·蓟州区],0.0,观奇石古树，赏瀑布桥梁,0,0,天津,https://imgs.qunarzz.com/sight/p0/2105/de/debbba881a89cf96a3.img.jpg_280x200_d47b95e0.jpg
TUK涂克体育小镇,无,[天津·天津·西青区],0.0,TUK涂克体育小镇卡丁车赛道占地面积5000平方米，以国际化级别室内外桥架复试赛道设计构成。卡丁车选用德国RIMO新能源,0,0,天津,https://imgs.qunarzz.com/sight/p0/2005/7b/7b3074ad8200cfa7a3.img.jpg_280x200_2f2a719d.jpg
星期8乐园,无,[天津·天津],0.0,"星期8乐园，经营面积超24000平方米，一站式儿童探索成长中心，寓教于乐，玩学结合，全方位成长
星际瓢虫
钻进大大的瓢虫",0,0,天津,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
西青郊野公园,无,[天津·天津·西青区],0.0,两湖、四岛、一环,0,0,天津,https://imgs.qunarzz.com/sight/p0/2006/ae/ae1134a39eea5250a3.img.jpg_280x200_c6d4b931.jpg
中心渔港出海俱乐部,无,[天津·天津·滨海新区],0.0,中心渔港出海俱乐部位于天津滨海新区鲤鱼门路中心渔港码头，是天津滨海新区中心渔港游艇产业的重要组成部分。风和日丽天气清爽，,0,0,天津,https://imgs.qunarzz.com/sight/p0/1911/15/153d36332d65c28da3.water.jpg_280x200_3b9990d2.jpg
松江乡村休闲旅游区,4A景区,[天津·天津·津南区],0.0,松江乡村俱乐部是集旅游观光、休闲娱乐、住宿餐饮于一体的高档豪华的商务会所。拥有全国首家西班牙风格的国际马会、景观垂钓、珍,0,0,天津,https://imgs.qunarzz.com/sight/p0/201403/10/3e827eb1cd269c31123929c7fc10cf2e.jpg_280x200_785c131a.jpg
海河游船,无,[天津·天津·古文化街码头],0.0,乘船畅游海河饱览天津风貌,0,0,天津,https://imgs.qunarzz.com/sight/p0/1804/26/26e278cb88748d13a3.img.jpg_280x200_8931babe.jpg
海河文化广场,无,[天津·天津·河北区],0.7,海河为天津市风景轴线，流经全市，全长74公里，从市中心蜿蜒流过，是引人注目的风景游览线。河段上桥梁风格各异，河面游船往返,0,0,天津,https://imgs.qunarzz.com/sight/p25/201211/00/367deee346ca54a093835fbb.jpg_280x200_f93dc4e9.jpg
宝成奇石园,无,[天津·天津·津南区],0.7,欣赏各种奇石与美丽园林,0,0,天津,https://imgs.qunarzz.com/sight/p0/1603/b8/b850325ae077ae2490.water.jpg_280x200_6fcff616.jpg
凤凰湖黄金海岸水上乐园,无,[天津·天津·静海县],0.0,海南风情的沙滩主题水公园,0,0,天津,https://imgs.qunarzz.com/sight/p0/1506/a4/a4b1bc5a3cc3c106.water.jpg_280x200_c761b5e9.jpg
天津美术馆,无,[天津·天津·河西区],0.0,天津美术馆是天津文化广场的主要部分之一。远远望去，广场核心位置的美术馆就好比“客厅”中一位艺术家，诉说着这座城市的艺术历,0,0,天津,https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/74694dc7732788c235512179aa4cb12d.jpg_280x200_37522dc2.jpg
蹦客地带蹦床主题运动馆,无,[天津·天津·南开区],0.0,挣脱地心引力，在空中自由翻腾,0,0,天津,https://imgs.qunarzz.com/sight/p0/1711/74/740ae6f6e908587da3.img.jpg_280x200_11297a07.jpg
天津方特水上乐园,无,[天津·天津·天津方特欢乐世界],0.0,天津方特水上乐园紧邻天津方特欢乐世界及熊出没酒店，拥有丰富的水上项目、清新舒适的环境，致力于为游客提供贴心周到的服务，满,0,0,天津,https://imgs.qunarzz.com/sight/p0/2106/5a/5aeb5e2c4b6fe73aa3.water.jpg_280x200_fdfad769.jpg
华夏未来儿童游乐园,无,[天津·天津·河西区],0.0,多种游乐设施可供选择，期待您的光临,0,0,天津,https://imgs.qunarzz.com/sight/p0/1504/af/afac8dd95a93a711.water.jpg_280x200_b7bfa3b9.jpg
天津环球名胜梦幻水乐园,无,[天津·天津·凯旋王国],0.0,处处都有惊喜，完全超乎您的想象,0,0,天津,https://imgs.qunarzz.com/sight/p0/1706/8e/8e52ca59e6f10bbea3.water.jpg_280x200_9c58ac06.jpg
天津津湾大剧院,无,[天津·天津·和平区],0.0,可满足国内外不同类型的戏剧、音乐、歌剧、舞蹈等文艺演出，进行对外文化艺术交流和举办相关社会公益活动的需求。津湾大剧院共拥,0,0,天津,https://imgs.qunarzz.com/sight/p0/1708/2d/2dd917b99f62bae6a3.img.jpg_280x200_b9c669e2.jpg
梁启超纪念馆,3A景区,[天津·天津·河北区],0.0,12个展室再现了梁启超当年居住的环境,0,0,天津,https://imgs.qunarzz.com/sight/p0/201403/10/8a2837781fd2aaebb95f0ed104c0c891.jpg_280x200_958eaa2c.jpg
西沽公园,3A景区,[天津·天津·红桥区],0.7,原为铁路局的一个农场，1958年改造为公园，占地31.77公顷，其中水域面积6.67公顷。园内植物茂盛，种类繁多，有海棠,0,0,天津,https://imgs.qunarzz.com/sight/p0/1409/17/154370aec61832e8a91bbab8a7105a40.jpg_280x200_8c71de71.jpg
西双塘冰雪嘉年,3A景区,[天津·天津·静海县],0.0,不仅有古街，书画街，还有美食哦,0,0,天津,https://imgs.qunarzz.com/sight/p0/1509/4b/4bee7c26052d3c6.water.jpg_280x200_aec95b51.jpg
元古奇石林,无,[天津·天津·蓟州区],0.7,天然形成的奇石景观，巧夺天工，造化神奇,0,0,天津,https://imgs.qunarzz.com/sight/p0/201301/06/34fa292b8327feb393835fbb.jpg_280x200_d0eeab0f.jpg
庄王府,无,[天津·天津·南开区],0.0,有“天津小故宫”“津门庄王府”之称,0,0,天津,https://imgs.qunarzz.com/sight/p0/201301/11/a9d89a87882b66d393835fbb.jpg_280x200_047bace3.jpg
小穿乡野公园,无,[天津·天津·蓟州区],0.0,小穿乡野公园位于天津市蓟州区穿芳峪镇小穿芳峪村。全村有82户，268口人，依山傍水，环境优雅，是一座具有浓郁乡土气息的小,0,0,天津,https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/1549333080566100t11000000qcrh58A19_D_640_10000.jpg_280x200_e216aeb8.jpg
华夏鞋文化博物馆,无,[天津·天津·南开区],0.0,了解中国鞋履文化,0,0,天津,https://imgs.qunarzz.com/sight/p0/1411/5b/11972334d18dcd753935fec188bd696a.water.jpg_280x200_a8edbd35.jpg
天津蓟县紫云水岸香草园,无,[天津·天津·蓟州区],0.0,建有观景亭,0,0,天津,https://imgs.qunarzz.com/sight/p0/1509/40/4095970b7ae2e509.img.jpg_280x200_9ddebdb5.jpg
鼓楼茶馆,无,[天津·天津·南开区],0.0,津味的语言，爆笑的段子，让你笑到哭,0,0,天津,https://imgs.qunarzz.com/sight/p0/1503/6d/6d46455495b99af2.water.jpg_280x200_944b42cc.jpg
京津冀山下美术馆（智利国家馆）,无,[天津·天津·智利风情园],0.0,上海世博智利馆的异地原貌重建,0,0,天津,https://imgs.qunarzz.com/sight/p0/2107/be/be1cb3c319babdea3.img.jpg_280x200_63b3b230.jpg
鼓楼商业街,无,[天津·天津·南开区],0.78,串成全新的旅游观光路线,0,0,天津,https://imgs.qunarzz.com/sight/p0/201403/07/c24ee56eda9fba3818c4640b35dbfd98.jpg_280x200_a1dee01d.jpg
天津图书馆,无,[天津·天津·南开区],0.7,我国大型综合性公共图书馆之一,0,0,天津,https://imgs.qunarzz.com/sight/p61/201211/06/15d397e0d3bca22d93835fbb.jpg_280x200_84252651.jpg
龙泉山游乐园,无,[天津·天津·蓟州区],0.7,座落在天津市蓟县下营镇道古峪村西，距县城２公里。东西与黄崖关长城、清东陵串联成线；南北与九龙山、八仙山展开为面。龙泉山游,0,0,天津,https://imgs.qunarzz.com/sight/p0/201403/07/325e8c4d8b036a2a2a1125e7dd79e342.jpg_280x200_4b6eec00.jpg
天津义和团纪念馆,无,[天津·天津·红桥区],0.0,义和团纪念馆坐落在芥园道与怡华路交口的吕祖堂内，位于天津红桥区如意庵大街何家胡同l8号。是清代供奉吕洞宾的道观。清光绪二,0,0,天津,https://imgs.qunarzz.com/sight/p0/201403/10/717a8117a44750967f9d86956cdd9a64.jpg_280x200_b9c4013b.jpg
天津欢乐水魔方水上乐园,无,[天津·天津·滨海新区],0.0,水上游乐设施丰富,0,0,天津,https://imgs.qunarzz.com/sight/p0/1507/31/29256db270b3253a021ffaa1aacdc9fe.water.jpg_280x200_861379a0.jpg
花里清泉,无,[天津·天津·滨海新区],0.0,花里清泉生活馆是以健康生活为理念，家庭休闲，洗浴，餐饮，娱乐，一体化为主的新概念场所。我公司引进专业团队，从业十余年，有,0,0,天津,https://imgs.qunarzz.com/sight/p0/2010/c6/c6baf70bed42a338a3.img.jpg_280x200_5265ab3b.jpg
袁氏宅邸,无,[天津·天津·河北区],0.7,欧洲古典风格建筑,0,0,天津,https://imgs.qunarzz.com/sight/p0/2105/6c/6cc3f187bfc80027a3.img.jpg_280x200_5bdc8035.jpg
这些年房车烧烤营地,无,[天津·天津·北辰区],0.0,这些年房车烧烤营地位于天津市北辰区津武线郊野公园内。在广阔的烧烤营地，适合与家人、朋友共度欢乐时光，这里是三五好友、亲子,0,0,天津,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
团泊风景区,无,[天津·天津·静海县],0.7,集旅游度假、康乐健身、农业观光于一体,0,0,天津,https://imgs.qunarzz.com/sight/p0/201312/09/342868ebecfdae1e5543030bb81e4a12.jpg_280x200_0972bbf5.jpg
津北森林公园,无,[天津·天津·武清区],0.0,造林面积达八千亩,0,0,天津,https://imgs.qunarzz.com/sight/p0/1607/95/952dd33d99ff8828b4.img.jpg_280x200_a7681f91.jpg
可爱吖育教主题乐园,无,[天津·天津·河西区],0.0,由华夏未来教育集团倾心打造的育教式主题乐园—可爱吖，进国外先进的教育理念，结合运动+数学+艺术+关系管理+科技+生活成长,0,0,天津,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
卡尔的萌宠庄园,无,[天津·天津·龙顺度假庄园生态观光园],0.0,与萌宠近距离接触，感受萌宠萌到化的美好,0,0,天津,https://imgs.qunarzz.com/sight/p0/1610/ca/caef61ccb0ac3fda3.water.jpg_280x200_86f04560.jpg
天津滨海图书馆,无,[天津·天津·滨海新区],0.0,被誉为滨海之眼,0,0,天津,https://qimgs.qunarzz.com/piao_qsight_provider_piao_qsight_web/01074120008icumlh3D0E.jpg_280x200_d847deba.jpg
渔阳古街,无,[天津·天津·蓟州区],0.0,著名的历史文化名城,0,0,天津,https://imgs.qunarzz.com/sight/p0/1708/8e/8eb84d4bff3eeccaa3.water.jpg_280x200_5d4a601b.jpg
水愈汤泉,无,[天津·天津·河东区],0.0,水愈汤泉位于天津市河东区津塘路79号，在水愈汤泉您可以选择舒服的方式生活：泡个热水澡，来一次全身按摩、做一次皮肤管理、看,0,0,天津,https://imgs.qunarzz.com/sight/p0/2112/a4/a4e463f48e231767a3.img.jpg_280x200_3e94460b.jpg
天津港,无,[天津·天津·滨海新区],0.0,环渤海中与华北，首都北京的海上门户,0,0,天津,https://imgs.qunarzz.com/sight/p0/1707/a3/a37d162b407f4659a3.water.jpg_280x200_f18076e5.jpg
水澜湾汤泉洗浴,无,[天津·天津·南开区],0.0,设计独特，规模宏大，营造幽雅、安静、舒适、高尚的休闲氛围，颇具特色的风格。为消费者提供优雅、舒适、健康、多样化娱乐的一站,0,0,天津,https://imgs.qunarzz.com/sight/p0/2009/ee/eedd73f9516759a3a3.img.png_280x200_9309ef73.png
应大皮衣博物馆,3A景区,[天津·天津·东丽区],0.0,一座现代化智能型博物馆,0,0,天津,https://imgs.qunarzz.com/sight/p0/201403/10/a35bfda0086a3effc79f93a21848fb33.jpg_280x200_79105cd4.jpg
津南农业科技园,3A景区,[天津·天津·津南区],0.7,适合农作物生长以及开展绿色食品的生产,0,0,天津,https://imgs.qunarzz.com/sight/p0/1409/15/993faa5f4df7f5c0366fba525517009b.jpg_280x200_8fb58516.jpg
义聚永博物馆,3A景区,[天津·天津·宁河县],0.0,义聚永酒文化博物馆位于天津市宁河经济开发区，总面积1500平方米，是在原义聚永历史文化陈列馆的基础上改建而成，2002年,0,0,天津,https://imgs.qunarzz.com/sight/p0/201403/10/dea1a7695998fc5717d67314f9a890a6.jpg_280x200_62799f3d.jpg
估衣街,3A景区,[天津·天津·红桥区],0.0,一条有600余年历史的古老的商业街,0,0,天津,https://imgs.qunarzz.com/sight/p0/201403/10/795f814cf1302b9223cf7a03d07f4422.jpg_280x200_f90b0389.jpg
天津音乐街,3A景区,[天津·天津·河东区],0.0,天津音乐艺术街位于河东区八纬路，全长300延米，总占地面积1500余万平方米，建筑面积3000平方米，108间沿街门店。,0,0,天津,https://imgs.qunarzz.com/sight/p0/201403/10/ca63d6fe5fd947d5e20645651451ccfc.jpg_280x200_29203aea.jpg
607密室逃脱,无,[天津·天津·和平区],0.0,逃离房间系列是非常经典的解迷小游戏,0,0,天津,https://imgs.qunarzz.com/sight/p0/201404/14/5c8a575d15aa0acc0b4d225836bc7187.jpg_280x200_7271631e.jpg
天津玛雅海滩水公园,无,[天津·天津·东丽区],0.0,玛雅文化特色的玩水乐园,0,0,天津,https://imgs.qunarzz.com/sight/p0/1806/28/2802a361996becd5a3.img.jpg_280x200_b1855c71.jpg
梁启超故居,无,[天津·天津·河北区],0.7,梁启超离开朝野后的住所,0,0,天津,https://imgs.qunarzz.com/sight/p0/201403/07/c745d2b8da8b9ab60a1cc497082f88e2.jpg_280x200_89b47d93.jpg
津沽旧事沉浸式剧游街区,无,[天津·天津·和平区],0.0,欢迎来到“津沽旧事”沉浸式剧游街区，都说：“五千年历史看西安，千年历史看北京，百年历史看天津”，一座天津城半部近代史。天,0,0,天津,https://mp-piao-admincp.qunarzz.com/mp_piao_admin_mp_piao_admin/admin/20217/30d54820c6727b9958d585769ab3c5c2.png_280x200_7ef61cce.png
伊甸园极光冰雪世界,无,[天津·天津·蓟州区],0.0,伊甸园极光冰雪世界位于天津蓟州区伊甸园生态国际生活示范区内，雪场面积超过5万平方米，是京津地区唯 一以南北极为主题的戏雪,0,0,天津,https://imgs.qunarzz.com/sight/p0/2101/6a/6a99bd5c8f5ebb98a3.water.jpg_280x200_5c0e3a28.jpg
蓟州国际游乐园,无,[天津·天津·蓟洲国际滑雪培训基地],0.0,你是一个喜欢玩的人吗？来这里就对了,0,0,天津,https://imgs.qunarzz.com/sight/p0/1711/ba/baee173dc96195cca3.water.jpg_280x200_d0740efb.jpg
天津圣和汤泉,无,[天津·天津·河西区],0.0,综合性大型温泉休闲中心,0,0,天津,https://imgs.qunarzz.com/sight/p0/1805/88/8837d7cbd40c70f5a3.img.jpg_280x200_6755819d.jpg
丽水湖温泉休闲酒店,无,[天津·天津·河北区],0.0,诠释天津沐浴休闲文化,0,0,天津,https://imgs.qunarzz.com/sight/p0/1610/6d/6d4d6dc0f9cd0049a3.img.jpg_280x200_ab6678c1.jpg
嘉文梦幻王国（天津泰达店）,无,[天津·天津·滨海新区],0.0,家庭亲子娱乐中心,0,0,天津,https://imgs.qunarzz.com/sight/p0/1507/ab/ab61a6e4fa45ff81.img.jpg_280x200_f104a865.jpg
天津光华剧院,无,[天津·天津·河西区],0.0,造型新颖的综合性剧院,0,0,天津,https://imgs.qunarzz.com/sight/p0/1503/23/23e5b8cc63aab435.water.jpg_280x200_02b76fe3.jpg
天津希乐国际卡丁车俱乐部,无,[天津·天津·西青区],0.0,传递正能量，体验速度与激情,0,0,天津,https://imgs.qunarzz.com/sight/p0/201309/17/5634b6b51d5e76efc8d65eac.jpg_280x200_84fc23fc.jpg
彩悦城阳光乐园,无,[天津·天津],0.0,阳光乐园，温暖来这里的每一个人,0,0,天津,https://imgs.qunarzz.com/sight/p0/1812/83/83d822ecf79e0dd0a3.water.jpg_280x200_9da42233.jpg
峰山药王庙,3A景区,[天津·天津·西青区],0.7,整体建筑规模恢弘精美，布局协调浑然一体,0,0,天津,https://imgs.qunarzz.com/sight/p90/201211/02/94fafc8484ee21e993835fbb.jpg_280x200_e42558af.jpg
富韩生活服务馆,无,[天津·天津·南开区],0.0,引领时尚前沿汗蒸文化，缔造休闲娱乐新典范,0,0,天津,https://imgs.qunarzz.com/sight/p0/1901/49/49a495bc9d9dcafaa3.img.jpg_280x200_5db68a77.jpg
南湖绿博园滑雪场,无,[天津·天津·武清区],0.0,打造大型梦幻冰雪乐园,0,0,天津,https://imgs.qunarzz.com/sight/p0/1601/a1/a12e9c6c1b188fa190.water.jpg_280x200_2b8253d7.jpg
玉佛禅寺,无,[天津·天津·西青区],0.0,欣赏法师缅甸请回的玉佛,0,0,天津,https://imgs.qunarzz.com/sight/p0/201301/18/5982142a5b4a1ea593835fbb.jpg_280x200_e601bddb.jpg
萤火虫奇趣体验馆,无,[天津·天津],0.0,一场真正贯彻快乐的视觉盛宴邀您品鉴,0,0,天津,https://imgs.qunarzz.com/sight/p0/1604/52/52d886384a5bf2d90.img.jpg_280x200_3b2ff33f.jpg
觉悟社旧址,无,[天津·天津·河北区],0.7,一座由七间青砖平房组成的小宅院,0,0,天津,https://imgs.qunarzz.com/sight/p0/201403/07/16a874e01b2bdba83861abc4a5c4f14b.jpg_280x200_e30ebe5a.jpg
龙顺度假庄园生态观光园,无,[天津·天津·北辰区],0.0,鲜明的明清特色,0,0,天津,https://imgs.qunarzz.com/sight/p0/201402/28/52e2a71f4cf6b760f777ded5ce959c4c.jpg_280x200_cf8719f4.jpg
西双塘兴龙温泉生态城,无,[天津·天津·静海县],0.0,大型原生态绿色休闲观光园,0,0,天津,https://imgs.qunarzz.com/sight/p0/1611/4a/4aa2f451e599ea58a3.water.jpg_280x200_214b53f8.jpg
古雅博物馆,无,[天津·天津·河西区],0.7,风雅古蕴、意志坚定，陈列文物众多,0,0,天津,https://imgs.qunarzz.com/sight/p0/1409/23/76a5fd3376e8a5997d4f353c58d1e53e.jpg_280x200_55c67105.jpg
毛家峪印象滑雪场,无,[天津·天津·蓟州区],0.0,占地面积约三十万平方米,0,0,天津,https://imgs.qunarzz.com/sight/p0/1601/e1/e11f2efcfa937d8a90.water.jpg_280x200_66d29f5a.jpg
X街区5D动感体验馆,无,[天津·天津·南开区],0.0,全力为您打造一场轻松欢乐的体验之旅,0,0,天津,https://imgs.qunarzz.com/sight/p0/1409/25/4c38f3ba30d4da34adcacebb46cae85f.jpg_280x200_4d78dda8.jpg
盘山塔林,无,[天津·天津·天津盘山风景名胜区],0.7,九十九座历代高僧的墓塔,0,0,天津,https://imgs.qunarzz.com/sight/p0/201403/07/b0f4d037264d400c7ca42edc165fc049.jpg_280x200_34068999.jpg
孔府家酒楼九河相声大会,无,[天津·天津·和平区],0.0,感受小剧场相声的无穷魅力,0,0,天津,https://imgs.qunarzz.com/sight/p0/1506/73/3e03621c565ca6eec7d2891dfa6d1e3f.water.jpg_280x200_ff46c2a5.jpg
二南开羽毛球馆,无,[天津·天津·南开区],0.0,羽毛球场馆,0,0,天津,https://imgs.qunarzz.com/sight/p0/1807/be/be247a1544355fe1a3.img.jpg_280x200_3f63380f.jpg
爱江山玉桑拿休闲中心,无,[天津·天津·河西区],0.0,享受生活，从爱江山开始,0,0,天津,https://imgs.qunarzz.com/sight/p0/1603/18/189d2ff89bc5339690.img.jpg_280x200_42b9b36d.jpg
尖山温泉游泳馆,无,[天津·天津·河西区],0.0,水质清澈恒温，泡温泉游泳好去处,0,0,天津,https://imgs.qunarzz.com/sight/p0/1604/f3/f3561c1c72b74f7e90.water.jpg_280x200_1c2544f9.jpg
索亚风尚温泉,无,[天津·天津·河东区],0.0,营造出舒适惬意，悠然自得的生活境界,0,0,天津,https://imgs.qunarzz.com/sight/p0/201312/18/f2999b64e9d0ebeccf0635c4628cfeeb.png_280x200_5da6e7ff.png
盐业风情游览区,无,[天津·天津·滨海新区],0.7,总面积139平方公里，占辖区总面积的32.5%。游客可领略浩如烟海的万顷蓄水池，欣赏巍峨如山的集盐坨，目睹盐山卤海之宏伟,0,0,天津,https://imgs.qunarzz.com/sight/p85/201211/07/0d3fdc9140ffd15693835fbb.jpg_280x200_5fa38e42.jpg
天津阿拉丁足浴城,无,[天津·天津·西青区],0.0,高端养生足道会所,0,0,天津,https://imgs.qunarzz.com/sight/p0/1808/3f/3f948ab385bacd3fa3.img.jpg_280x200_fe79e4c9.jpg
蓝天盛景高尔夫.马术俱乐部,无,[天津·天津·宝坻区],0.0,休闲放松圣地,0,0,天津,https://imgs.qunarzz.com/sight/p0/1606/2f/2fd635b5b084611ce2.water.jpg_280x200_07fb0025.jpg
天津滨海国际会展中心,无,[天津·天津·滨海新区],0.0,各类展会活动的举办场地,0,0,天津,https://imgs.qunarzz.com/sight/p0/1503/9b/9bb8a247e3a26d47.water.jpg_280x200_dd50a06d.jpg
景点儿自拍主题桌游吧,无,[天津·天津·滨海新区],0.0,老板热情好客，欢乐新老朋友,0,0,天津,https://imgs.qunarzz.com/sight/p0/1505/b8/b88c4035233012f.water.jpg_280x200_77d6469c.jpg
中国金融博物馆,无,[天津·天津·和平区],0.0,收藏了中国各个时期大量的货币、金融票据,0,0,天津,https://imgs.qunarzz.com/sight/p0/201406/11/df55d7d91ed6d55cfebca1e8447dd032.jpg_280x200_d6f7c403.jpg
大港油田牧马人野骑俱乐部,无,[天津·天津·滨海新区],0.0,骑马野外郊游，专业马术教学,0,0,天津,https://imgs.qunarzz.com/sight/p0/1410/89/cf240f543377357177efdcb5772942fd.water.jpg_280x200_57e46c14.jpg
霍元甲故居,无,[天津·天津·精武门·中华武林园],0.0,为了纪念霍元甲，家乡人民为他修建的陵园,0,0,天津,https://imgs.qunarzz.com/sight/p74/201211/08/0d7d62caf4d714bc93835fbb.jpg_280x200_414fcd52.jpg
金色剧厂,无,[天津·天津·和平区],0.0,功能齐全的综合性演出场所,0,0,天津,https://imgs.qunarzz.com/sight/p0/1503/f7/f7aecd20e2d64a64.water.jpg_280x200_4678f0ac.jpg
X街区天津羊羊3D庙会主题馆,无,[天津·天津·南开区],0.0,喜气洋洋的3D庙会,0,0,天津,https://imgs.qunarzz.com/sight/p0/1502/25/256cfbae426f93c4.water.jpg_280x200_1107acab.jpg
天下盘山剧场,无,[天津·天津·天津盘山风景名胜区],0.0,演绎一场超然脱俗的爱情故事，体现人性之美,0,0,天津,https://imgs.qunarzz.com/sight/p0/1808/a4/a4c447bb1f0c44d8a3.img.jpg_280x200_6ba0de2e.jpg
津萃相声店,无,[天津·天津·南开区],0.0,感受相声艺术的好去处,0,0,天津,https://imgs.qunarzz.com/sight/p0/201306/24/d5db657007f21136c8d65eac.png_280x200_6e6c7787.png
名流茶馆古文化街店,无,[天津·天津·南开区],0.0,古朴典雅，以展示津沽特色的文化娱乐场所,0,0,天津,https://imgs.qunarzz.com/sight/p0/201303/07/0b10a6765acc716cc8d65eac.jpg_280x200_69d7ff0c.jpg
天津南开大悦城4F金逸影城,无,[天津·天津·南开区],0.0,独特电影文化，贴心客户服务,0,0,天津,https://imgs.qunarzz.com/sight/p0/1503/3a/3aecffd228b7570a.water.jpg_280x200_489ce678.jpg
